# PokéTrack TCG Collection Backup
# Scope: all_sets
# Total Cards: 386
# Format: card_id | set_id | number | quantity | is_wanted | market_price | custom_price | name | rarity | image_url | notes
me1-133 | me1 | 133 | 0 | 1 | 20.69 | 0.00 | Bulbasaur | Illustration Rare | https://images.pokemontcg.io/me1/133.png | 
sv6pt5-28 | sv6pt5 | 28 | 1 | 0 | 0.03 | 0.00 | Golbat | Common | https://images.pokemontcg.io/sv6pt5/28.png | 
sv6pt5-30 | sv6pt5 | 30 | 1 | 0 | 0.03 | 0.00 | Absol | Common | https://images.pokemontcg.io/sv6pt5/30.png | 
sv6pt5-31 | sv6pt5 | 31 | 1 | 0 | 0.03 | 0.00 | Zorua | Common | https://images.pokemontcg.io/sv6pt5/31.png | 
sv6pt5-33 | sv6pt5 | 33 | 1 | 0 | 0.04 | 0.00 | Inkay | Common | https://images.pokemontcg.io/sv6pt5/33.png | 
sv6pt5-34 | sv6pt5 | 34 | 1 | 0 | 0.04 | 0.00 | Malamar | Uncommon | https://images.pokemontcg.io/sv6pt5/34.png | 
sv6pt5-37 | sv6pt5 | 37 | 1 | 0 | 0.49 | 0.00 | Munkidori ex | Double Rare | https://images.pokemontcg.io/sv6pt5/37.png | 
sv6pt5-41 | sv6pt5 | 41 | 1 | 0 | 0.03 | 0.00 | Cufant | Common | https://images.pokemontcg.io/sv6pt5/41.png | 
sv6pt5-42 | sv6pt5 | 42 | 1 | 0 | 0.04 | 0.00 | Copperajah | Rare | https://images.pokemontcg.io/sv6pt5/42.png | 
sv6pt5-44 | sv6pt5 | 44 | 1 | 0 | 0.03 | 0.00 | Axew | Common | https://images.pokemontcg.io/sv6pt5/44.png | 
sv6pt5-45 | sv6pt5 | 45 | 1 | 0 | 0.03 | 0.00 | Fraxure | Common | https://images.pokemontcg.io/sv6pt5/45.png | 
sv6pt5-46 | sv6pt5 | 46 | 1 | 0 | 0.05 | 0.00 | Haxorus | Rare | https://images.pokemontcg.io/sv6pt5/46.png | 
sv6pt5-48 | sv6pt5 | 48 | 1 | 0 | 0.03 | 0.00 | Meowth | Common | https://images.pokemontcg.io/sv6pt5/48.png | 
sv6pt5-49 | sv6pt5 | 49 | 1 | 0 | 0.03 | 0.00 | Persian | Common | https://images.pokemontcg.io/sv6pt5/49.png | 
sv6pt5-50 | sv6pt5 | 50 | 1 | 0 | 0.05 | 0.00 | Eevee | Common | https://images.pokemontcg.io/sv6pt5/50.png | 
sv6pt5-52 | sv6pt5 | 52 | 1 | 0 | 0.03 | 0.00 | Stufful | Common | https://images.pokemontcg.io/sv6pt5/52.png | 
sv6pt5-53 | sv6pt5 | 53 | 1 | 0 | 0.03 | 0.00 | Bewear | Common | https://images.pokemontcg.io/sv6pt5/53.png | 
sv6pt5-72 | sv6pt5 | 72 | 1 | 0 | 19.55 | 0.00 | Munkidori | Illustration Rare | https://images.pokemontcg.io/sv6pt5/72.png | 
sv6pt5-94 | sv6pt5 | 94 | 0 | 1 | 27.87 | 0.00 | Cassiopeia | Special Illustration Rare | https://images.pokemontcg.io/sv6pt5/94.png | 
sv7-1 | sv7 | 1 | 0 | 1 | 1.63 | 0.00 | Venusaur ex | Double Rare | https://images.pokemontcg.io/sv7/1.png | 
sv7-3 | sv7 | 3 | 1 | 0 | 0.07 | 0.00 | Ledian | Rare | https://images.pokemontcg.io/sv7/3.png | 
sv7-5 | sv7 | 5 | 1 | 0 | 0.04 | 0.00 | Lileep | Common | https://images.pokemontcg.io/sv7/5.png | 
sv7-7 | sv7 | 7 | 1 | 0 | 0.03 | 0.00 | Carnivine | Common | https://images.pokemontcg.io/sv7/7.png | 
sv7-12 | sv7 | 12 | 1 | 0 | 0.07 | 0.00 | Applin | Common | https://images.pokemontcg.io/sv7/12.png | 
sv7-17 | sv7 | 17 | 1 | 0 | 0.03 | 0.00 | Toedscool | Common | https://images.pokemontcg.io/sv7/17.png | 
sv7-22 | sv7 | 22 | 1 | 0 | 0.03 | 0.00 | Reshiram | Uncommon | https://images.pokemontcg.io/sv7/22.png | 
sv7-25 | sv7 | 25 | 1 | 0 | 0.03 | 0.00 | Turtonator | Common | https://images.pokemontcg.io/sv7/25.png | 
sv7-30 | sv7 | 30 | 0 | 1 | 2.39 | 0.00 | Blastoise ex | Double Rare | https://images.pokemontcg.io/sv7/30.png | 
sv7-31 | sv7 | 31 | 2 | 0 | 0.04 | 0.00 | Lapras | Uncommon | https://images.pokemontcg.io/sv7/31.png | 
sv7-32 | sv7 | 32 | 0 | 1 | 1.26 | 0.00 | Lapras ex | Double Rare | https://images.pokemontcg.io/sv7/32.png | 
sv7-34 | sv7 | 34 | 1 | 0 | 0.03 | 0.00 | Azumarill | Uncommon | https://images.pokemontcg.io/sv7/34.png | 
sv7-35 | sv7 | 35 | 1 | 0 | 0.03 | 0.00 | Finneon | Common | https://images.pokemontcg.io/sv7/35.png | 
sv7-42 | sv7 | 42 | 1 | 0 | 0.04 | 0.00 | Crabominable | Uncommon | https://images.pokemontcg.io/sv7/42.png | 
sv7-44 | sv7 | 44 | 1 | 0 | 0.07 | 0.00 | Drednaw | Rare | https://images.pokemontcg.io/sv7/44.png | 
sv7-45 | sv7 | 45 | 1 | 0 | 0.03 | 0.00 | Veluza | Uncommon | https://images.pokemontcg.io/sv7/45.png | 
sv7-50 | sv7 | 50 | 1 | 0 | 0.07 | 0.00 | Joltik | Common | https://images.pokemontcg.io/sv7/50.png | 
sv7-53 | sv7 | 53 | 1 | 0 | 0.03 | 0.00 | Vikavolt | Uncommon | https://images.pokemontcg.io/sv7/53.png | 
sv7-56 | sv7 | 56 | 1 | 0 | 0.03 | 0.00 | Pawmi | Common | https://images.pokemontcg.io/sv7/56.png | 
sv7-64 | sv7 | 64 | 1 | 0 | 0.03 | 0.00 | Milcery | Common | https://images.pokemontcg.io/sv7/64.png | 
sv7-70 | sv7 | 70 | 1 | 0 | 0.03 | 0.00 | Greavard | Common | https://images.pokemontcg.io/sv7/70.png | 
sv7-75 | sv7 | 75 | 1 | 0 | 0.06 | 0.00 | Rhydon | Common | https://images.pokemontcg.io/sv7/75.png | 
sv7-88 | sv7 | 88 | 1 | 0 | 0.04 | 0.00 | Falinks | Common | https://images.pokemontcg.io/sv7/88.png | 
sv7-91 | sv7 | 91 | 1 | 0 | 0.05 | 0.00 | Gulpin | Common | https://images.pokemontcg.io/sv7/91.png | 
sv7-98 | sv7 | 98 | 1 | 0 | 0.03 | 0.00 | Jirachi | Uncommon | https://images.pokemontcg.io/sv7/98.png | 
sv7-101 | sv7 | 101 | 1 | 0 | 0.05 | 0.00 | Klinklang | Rare | https://images.pokemontcg.io/sv7/101.png | 
sv7-107 | sv7 | 107 | 1 | 0 | 31.67 | 0.00 | Archaludon | Rare | https://images.pokemontcg.io/sv7/107.png | 
sv7-109 | sv7 | 109 | 1 | 0 | 0.03 | 0.00 | Revavroom | Uncommon | https://images.pokemontcg.io/sv7/109.png | 
sv7-113 | sv7 | 113 | 0 | 1 | 0.06 | 0.00 | Eevee | Common | https://images.pokemontcg.io/sv7/113.png | 
sv7-115 | sv7 | 115 | 1 | 0 | 0.14 | 0.00 | Noctowl | Rare | https://images.pokemontcg.io/sv7/115.png | 
sv7-116 | sv7 | 116 | 1 | 0 | 0.04 | 0.00 | Glameow | Common | https://images.pokemontcg.io/sv7/116.png | 
sv7-118 | sv7 | 118 | 1 | 0 | 0.07 | 0.00 | Fan Rotom | Common | https://images.pokemontcg.io/sv7/118.png | 
sv7-121 | sv7 | 121 | 1 | 0 | 0.03 | 0.00 | Fletchling | Common | https://images.pokemontcg.io/sv7/121.png | 
sv7-125 | sv7 | 125 | 1 | 0 | 0.03 | 0.00 | Dubwool | Uncommon | https://images.pokemontcg.io/sv7/125.png | 
sv7-127 | sv7 | 127 | 1 | 0 | 0.03 | 0.00 | Cyclizar | Common | https://images.pokemontcg.io/sv7/127.png | 
sv7-132 | sv7 | 132 | 1 | 0 | 0.06 | 0.00 | Briar | Uncommon | https://images.pokemontcg.io/sv7/132.png | 
sv7-145 | sv7 | 145 | 0 | 1 | 3.39 | 0.00 | Lileep | Illustration Rare | https://images.pokemontcg.io/sv7/145.png | 
sv7-147 | sv7 | 147 | 0 | 1 | 4.51 | 0.00 | Raboot | Illustration Rare | https://images.pokemontcg.io/sv7/147.png | 
sv7-148 | sv7 | 148 | 0 | 1 | 61.42 | 0.00 | Squirtle | Illustration Rare | https://images.pokemontcg.io/sv7/148.png | 
sv7-150 | sv7 | 150 | 0 | 1 | 4.45 | 0.00 | Joltik | Illustration Rare | https://images.pokemontcg.io/sv7/150.png | 
sv7-152 | sv7 | 152 | 0 | 1 | 4.44 | 0.00 | Milcery | Illustration Rare | https://images.pokemontcg.io/sv7/152.png | 
sv7-154 | sv7 | 154 | 0 | 1 | 4.30 | 0.00 | Gulpin | Illustration Rare | https://images.pokemontcg.io/sv7/154.png | 
sv7-155 | sv7 | 155 | 0 | 1 | 2.49 | 0.00 | Archaludon | Illustration Rare | https://images.pokemontcg.io/sv7/155.png | 
sv7-158 | sv7 | 158 | 0 | 1 | 2.94 | 0.00 | Lapras ex | Ultra Rare | https://images.pokemontcg.io/sv7/158.png | 
sv8pt5-1 | sv8pt5 | 1 | 1 | 0 | 0.05 | 0.00 | Exeggcute | Common | https://images.pokemontcg.io/sv8pt5/1.png | 
sv8pt5-4 | sv8pt5 | 4 | 1 | 0 | 0.18 | 0.00 | Budew | Common | https://images.pokemontcg.io/sv8pt5/4.png | 
sv8pt5-5 | sv8pt5 | 5 | 0 | 1 | 0.32 | 0.00 | Leafeon | Rare | https://images.pokemontcg.io/sv8pt5/5.png | 
sv8pt5-6 | sv8pt5 | 6 | 0 | 1 | 4.88 | 0.00 | Leafeon ex | Double Rare | https://images.pokemontcg.io/sv8pt5/6.png | 
sv8pt5-9 | sv8pt5 | 9 | 1 | 0 | 0.07 | 0.00 | Applin | Common | https://images.pokemontcg.io/sv8pt5/9.png | 
sv8pt5-14 | sv8pt5 | 14 | 0 | 1 | 4.10 | 0.00 | Flareon ex | Double Rare | https://images.pokemontcg.io/sv8pt5/14.png | 
sv8pt5-18 | sv8pt5 | 18 | 1 | 0 | 0.13 | 0.00 | Slowpoke | Common | https://images.pokemontcg.io/sv8pt5/18.png | 
sv8pt5-19 | sv8pt5 | 19 | 1 | 0 | 0.10 | 0.00 | Slowking | Uncommon | https://images.pokemontcg.io/sv8pt5/19.png | 
sv8pt5-21 | sv8pt5 | 21 | 1 | 0 | 0.18 | 0.00 | Seaking | Uncommon | https://images.pokemontcg.io/sv8pt5/21.png | 
sv8pt5-23 | sv8pt5 | 23 | 1 | 0 | 3.32 | 0.00 | Vaporeon ex | Double Rare | https://images.pokemontcg.io/sv8pt5/23.png | 
sv8pt5-24 | sv8pt5 | 24 | 1 | 0 | 0.09 | 0.00 | Suicune | Uncommon | https://images.pokemontcg.io/sv8pt5/24.png | 
sv8pt5-25 | sv8pt5 | 25 | 0 | 1 | 0.31 | 0.00 | Glaceon | Rare | https://images.pokemontcg.io/sv8pt5/25.png | 
sv8pt5-26 | sv8pt5 | 26 | 0 | 1 | 2.37 | 0.00 | Glaceon ex | Double Rare | https://images.pokemontcg.io/sv8pt5/26.png | 
sv8pt5-28 | sv8pt5 | 28 | 1 | 0 | 2.51 | 0.00 | Pikachu ex | Double Rare | https://images.pokemontcg.io/sv8pt5/28.png | 
sv8pt5-29 | sv8pt5 | 29 | 0 | 1 | 0.30 | 0.00 | Jolteon | Rare | https://images.pokemontcg.io/sv8pt5/29.png | 
sv8pt5-30 | sv8pt5 | 30 | 0 | 1 | 4.79 | 0.00 | Jolteon ex | Double Rare | https://images.pokemontcg.io/sv8pt5/30.png | 
sv8pt5-33 | sv8pt5 | 33 | 0 | 1 | 0.39 | 0.00 | Espeon | Rare | https://images.pokemontcg.io/sv8pt5/33.png | 
sv8pt5-34 | sv8pt5 | 34 | 0 | 1 | 3.73 | 0.00 | Espeon ex | Double Rare | https://images.pokemontcg.io/sv8pt5/34.png | 
sv8pt5-38 | sv8pt5 | 38 | 1 | 0 | 0.03 | 0.00 | Spritzee | Common | https://images.pokemontcg.io/sv8pt5/38.png | 
sv8pt5-42 | sv8pt5 | 42 | 0 | 1 | 0.09 | 0.00 | Scream Tail | Uncommon | https://images.pokemontcg.io/sv8pt5/42.png | 
sv8pt5-46 | sv8pt5 | 46 | 1 | 0 | 0.14 | 0.00 | Iron Boulder | Rare | https://images.pokemontcg.io/sv8pt5/46.png | 
sv8pt5-50 | sv8pt5 | 50 | 1 | 0 | 0.20 | 0.00 | Riolu | Common | https://images.pokemontcg.io/sv8pt5/50.png | 
sv8pt5-52 | sv8pt5 | 52 | 1 | 0 | 0.05 | 0.00 | Hippopotas | Common | https://images.pokemontcg.io/sv8pt5/52.png | 
sv8pt5-53 | sv8pt5 | 53 | 1 | 0 | 0.02 | 0.00 | Hippowdon | Common | https://images.pokemontcg.io/sv8pt5/53.png | 
sv8pt5-59 | sv8pt5 | 59 | 0 | 1 | 0.73 | 0.00 | Umbreon | Rare | https://images.pokemontcg.io/sv8pt5/59.png | 
sv8pt5-60 | sv8pt5 | 60 | 0 | 1 | 8.45 | 0.00 | Umbreon ex | Double Rare | https://images.pokemontcg.io/sv8pt5/60.png | 
sv8pt5-67 | sv8pt5 | 67 | 1 | 0 | 0.07 | 0.00 | Bronzong | Uncommon | https://images.pokemontcg.io/sv8pt5/67.png | 
sv8pt5-68 | sv8pt5 | 68 | 1 | 0 | 0.05 | 0.00 | Heatran | Uncommon | https://images.pokemontcg.io/sv8pt5/68.png | 
sv8pt5-69 | sv8pt5 | 69 | 1 | 0 | 0.06 | 0.00 | Duraludon | Common | https://images.pokemontcg.io/sv8pt5/69.png | 
sv8pt5-71 | sv8pt5 | 71 | 1 | 0 | 0.18 | 0.00 | Dreepy | Common | https://images.pokemontcg.io/sv8pt5/71.png | 
sv8pt5-72 | sv8pt5 | 72 | 1 | 0 | 0.16 | 0.00 | Drakloak | Common | https://images.pokemontcg.io/sv8pt5/72.png | 
sv8pt5-74 | sv8pt5 | 74 | 1 | 0 | 0.21 | 0.00 | Eevee | Common | https://images.pokemontcg.io/sv8pt5/74.png | 
sv8pt5-75 | sv8pt5 | 75 | 0 | 1 | 5.67 | 0.00 | Eevee ex | Double Rare | https://images.pokemontcg.io/sv8pt5/75.png | 
sv8pt5-76 | sv8pt5 | 76 | 0 | 1 | 1.49 | 0.00 | Snorlax ex | Double Rare | https://images.pokemontcg.io/sv8pt5/76.png | 
sv8pt5-79 | sv8pt5 | 79 | 1 | 0 | 0.19 | 0.00 | Dunsparce | Common | https://images.pokemontcg.io/sv8pt5/79.png | 
sv8pt5-80 | sv8pt5 | 80 | 1 | 0 | 0.47 | 0.00 | Dudunsparce | Rare | https://images.pokemontcg.io/sv8pt5/80.png | 
sv8pt5-84 | sv8pt5 | 84 | 1 | 0 | 0.06 | 0.00 | Lopunny | Common | https://images.pokemontcg.io/sv8pt5/84.png | 
sv8pt5-86 | sv8pt5 | 86 | 1 | 0 | 0.14 | 0.00 | Regigigas | Uncommon | https://images.pokemontcg.io/sv8pt5/86.png | 
sv8pt5-93 | sv8pt5 | 93 | 1 | 0 | 0.06 | 0.00 | Amarys | Common | https://images.pokemontcg.io/sv8pt5/93.png | 
sv8pt5-94 | sv8pt5 | 94 | 1 | 0 | 0.16 | 0.00 | Area Zero Underdepths | Uncommon | https://images.pokemontcg.io/sv8pt5/94.png | 
sv8pt5-96 | sv8pt5 | 96 | 1 | 0 | 0.10 | 0.00 | Black Belt's Training | Common | https://images.pokemontcg.io/sv8pt5/96.png | 
sv8pt5-100 | sv8pt5 | 100 | 1 | 0 | 0.16 | 0.00 | Briar | Uncommon | https://images.pokemontcg.io/sv8pt5/100.png | 
sv8pt5-102 | sv8pt5 | 102 | 1 | 0 | 0.17 | 0.00 | Bug Catching Set | Uncommon | https://images.pokemontcg.io/sv8pt5/102.png | 
sv8pt5-104 | sv8pt5 | 104 | 1 | 0 | 0.15 | 0.00 | Ciphermaniac's Codebreaking | Uncommon | https://images.pokemontcg.io/sv8pt5/104.png | 
sv8pt5-109 | sv8pt5 | 109 | 1 | 0 | 0.12 | 0.00 | Friends in Paldea | Common | https://images.pokemontcg.io/sv8pt5/109.png | 
sv8pt5-115 | sv8pt5 | 115 | 1 | 0 | 0.10 | 0.00 | Larry's Skill | Common | https://images.pokemontcg.io/sv8pt5/115.png | 
sv8pt5-118 | sv8pt5 | 118 | 1 | 0 | 0.11 | 0.00 | Ogre's Mask | Uncommon | https://images.pokemontcg.io/sv8pt5/118.png | 
sv8pt5-121 | sv8pt5 | 121 | 1 | 0 | 0.06 | 0.00 | Professor Turo's Scenario | Uncommon | https://images.pokemontcg.io/sv8pt5/121.png | 
sv8pt5-123 | sv8pt5 | 123 | 1 | 0 | 0.12 | 0.00 | Professor's Research | Common | https://images.pokemontcg.io/sv8pt5/123.png | 
sv8pt5-126 | sv8pt5 | 126 | 1 | 0 | 0.04 | 0.00 | Rescue Board | Uncommon | https://images.pokemontcg.io/sv8pt5/126.png | 
sv8pt5-130 | sv8pt5 | 130 | 1 | 0 | 0.03 | 0.00 | Techno Radar | Uncommon | https://images.pokemontcg.io/sv8pt5/130.png | 
sv8pt5-144 | sv8pt5 | 144 | 0 | 1 | 339.77 | 0.00 | Leafeon ex | Special Illustration Rare | https://images.pokemontcg.io/sv8pt5/144.png | 
sv8pt5-146 | sv8pt5 | 146 | 0 | 1 | 206.46 | 0.00 | Flareon ex | Special Illustration Rare | https://images.pokemontcg.io/sv8pt5/146.png | 
sv8pt5-148 | sv8pt5 | 148 | 0 | 1 | 17.46 | 0.00 | Hearthflame Mask Ogerpon ex | Special Illustration Rare | https://images.pokemontcg.io/sv8pt5/148.png | 
sv8pt5-149 | sv8pt5 | 149 | 0 | 1 | 294.70 | 0.00 | Vaporeon ex | Special Illustration Rare | https://images.pokemontcg.io/sv8pt5/149.png | 
sv8pt5-150 | sv8pt5 | 150 | 0 | 1 | 290.24 | 0.00 | Glaceon ex | Special Illustration Rare | https://images.pokemontcg.io/sv8pt5/150.png | 
sv8pt5-153 | sv8pt5 | 153 | 0 | 1 | 194.67 | 0.00 | Jolteon ex | Special Illustration Rare | https://images.pokemontcg.io/sv8pt5/153.png | 
sv8pt5-155 | sv8pt5 | 155 | 0 | 1 | 318.36 | 0.00 | Espeon ex | Special Illustration Rare | https://images.pokemontcg.io/sv8pt5/155.png | 
sv8pt5-156 | sv8pt5 | 156 | 0 | 1 | 533.45 | 0.00 | Sylveon ex | Special Illustration Rare | https://images.pokemontcg.io/sv8pt5/156.png | 
sv8pt5-161 | sv8pt5 | 161 | 0 | 1 | 1447.14 | 0.00 | Umbreon ex | Special Illustration Rare | https://images.pokemontcg.io/sv8pt5/161.png | 
sv8pt5-165 | sv8pt5 | 165 | 0 | 1 | 106.59 | 0.00 | Dragapult ex | Special Illustration Rare | https://images.pokemontcg.io/sv8pt5/165.png | 
sv8pt5-167 | sv8pt5 | 167 | 0 | 1 | 181.20 | 0.00 | Eevee ex | Special Illustration Rare | https://images.pokemontcg.io/sv8pt5/167.png | 
sv8pt5-175 | sv8pt5 | 175 | 0 | 1 | 24.55 | 0.00 | Lacey | Special Illustration Rare | https://images.pokemontcg.io/sv8pt5/175.png | 
sv9-1 | sv9 | 1 | 1 | 0 | 0.03 | 0.00 | Caterpie | Common | https://images.pokemontcg.io/sv9/1.png | 
sv9-2 | sv9 | 2 | 1 | 0 | 0.05 | 0.00 | Metapod | Common | https://images.pokemontcg.io/sv9/2.png | 
sv9-3 | sv9 | 3 | 1 | 0 | 0.07 | 0.00 | Butterfree | Rare | https://images.pokemontcg.io/sv9/3.png | 
sv9-7 | sv9 | 7 | 1 | 0 | 0.05 | 0.00 | Lilligant | Common | https://images.pokemontcg.io/sv9/7.png | 
sv9-15 | sv9 | 15 | 1 | 0 | 0.03 | 0.00 | Virizion | Uncommon | https://images.pokemontcg.io/sv9/15.png | 
sv9-23 | sv9 | 23 | 1 | 0 | 0.03 | 0.00 | Combusken | Uncommon | https://images.pokemontcg.io/sv9/23.png | 
sv9-26 | sv9 | 26 | 1 | 0 | 0.05 | 0.00 | N's Darumaka | Common | https://images.pokemontcg.io/sv9/26.png | 
sv9-28 | sv9 | 28 | 1 | 0 | 0.03 | 0.00 | Larvesta | Common | https://images.pokemontcg.io/sv9/28.png | 
sv9-33 | sv9 | 33 | 1 | 0 | 0.03 | 0.00 | Remoraid | Common | https://images.pokemontcg.io/sv9/33.png | 
sv9-39 | sv9 | 39 | 1 | 0 | 0.03 | 0.00 | Pelipper | Uncommon | https://images.pokemontcg.io/sv9/39.png | 
sv9-45 | sv9 | 45 | 1 | 0 | 0.04 | 0.00 | Alolan Graveler | Common | https://images.pokemontcg.io/sv9/45.png | 
sv9-46 | sv9 | 46 | 1 | 0 | 0.04 | 0.00 | Alolan Golem | Uncommon | https://images.pokemontcg.io/sv9/46.png | 
sv9-47 | sv9 | 47 | 1 | 0 | 0.06 | 0.00 | Iono's Voltorb | Common | https://images.pokemontcg.io/sv9/47.png | 
sv9-62 | sv9 | 62 | 1 | 0 | 0.04 | 0.00 | Metang | Common | https://images.pokemontcg.io/sv9/62.png | 
sv9-71 | sv9 | 71 | 1 | 0 | 0.03 | 0.00 | Impidimp | Common | https://images.pokemontcg.io/sv9/71.png | 
sv9-74 | sv9 | 74 | 1 | 0 | 0.03 | 0.00 | Milcery | Common | https://images.pokemontcg.io/sv9/74.png | 
sv9-76 | sv9 | 76 | 1 | 0 | 0.04 | 0.00 | Cubone | Common | https://images.pokemontcg.io/sv9/76.png | 
sv9-84 | sv9 | 84 | 1 | 0 | 0.03 | 0.00 | Rockruff | Common | https://images.pokemontcg.io/sv9/84.png | 
sv9-95 | sv9 | 95 | 1 | 0 | 0.10 | 0.00 | Tyranitar | Rare | https://images.pokemontcg.io/sv9/95.png | 
sv9-100 | sv9 | 100 | 1 | 0 | 0.03 | 0.00 | Lokix | Uncommon | https://images.pokemontcg.io/sv9/100.png | 
sv9-102 | sv9 | 102 | 1 | 0 | 0.02 | 0.00 | Escavalier | Uncommon | https://images.pokemontcg.io/sv9/102.png | 
sv9-105 | sv9 | 105 | 1 | 0 | 0.03 | 0.00 | N's Klinklang | Uncommon | https://images.pokemontcg.io/sv9/105.png | 
sv9-113 | sv9 | 113 | 1 | 0 | 0.04 | 0.00 | Shelgon | Common | https://images.pokemontcg.io/sv9/113.png | 
sv9-115 | sv9 | 115 | 1 | 0 | 0.04 | 0.00 | Druddigon | Common | https://images.pokemontcg.io/sv9/115.png | 
sv9-119 | sv9 | 119 | 1 | 0 | 0.04 | 0.00 | Furret | Common | https://images.pokemontcg.io/sv9/119.png | 
sv9-127 | sv9 | 127 | 1 | 0 | 0.03 | 0.00 | Noibat | Common | https://images.pokemontcg.io/sv9/127.png | 
sv9-128 | sv9 | 128 | 1 | 0 | 0.07 | 0.00 | Noivern | Rare | https://images.pokemontcg.io/sv9/128.png | 
sv9-139 | sv9 | 139 | 1 | 0 | 0.03 | 0.00 | Lechonk | Common | https://images.pokemontcg.io/sv9/139.png | 
sv9-145 | sv9 | 145 | 1 | 0 | 0.04 | 0.00 | Black Belt's Training | Common | https://images.pokemontcg.io/sv9/145.png | 
sv9-149 | sv9 | 149 | 1 | 0 | 0.03 | 0.00 | Iris's Fighting Spirit | Uncommon | https://images.pokemontcg.io/sv9/149.png | 
sv9-153 | sv9 | 153 | 1 | 0 | 0.06 | 0.00 | N's PP Up | Uncommon | https://images.pokemontcg.io/sv9/153.png | 
sv9-157 | sv9 | 157 | 1 | 0 | 0.04 | 0.00 | Ruffian | Uncommon | https://images.pokemontcg.io/sv9/157.png | 
sv9-168 | sv9 | 168 | 0 | 1 | 4.93 | 0.00 | Furret | Illustration Rare | https://images.pokemontcg.io/sv9/168.png | 
svp-27 | svp | 27 | 0 | 1 | 22.50 | 0.00 | Pikachu | Promo | https://images.pokemontcg.io/svp/27.png | 
svp-43 | svp | 43 | 0 | 1 | 1.21 | 0.00 | Eevee | Promo | https://images.pokemontcg.io/svp/43.png | 
svp-44 | svp | 44 | 0 | 1 | 32.93 | 0.00 | Charmander | Promo | https://images.pokemontcg.io/svp/44.png | 
svp-51 | svp | 51 | 0 | 1 | 12.38 | 0.00 | Snorlax | Promo | https://images.pokemontcg.io/svp/51.png | 
svp-52 | svp | 52 | 0 | 1 | 49.55 | 0.00 | Mewtwo | Promo | https://images.pokemontcg.io/svp/52.png | 
svp-88 | svp | 88 | 0 | 1 | 18.77 | 0.00 | Pikachu | Promo | https://images.pokemontcg.io/svp/88.png | 
svp-129 | svp | 129 | 1 | 0 | 44.50 | 0.00 | Pecharunt | Promo | https://images.pokemontcg.io/svp/129.png | 
svp-163 | svp | 163 | 1 | 0 | 3.11 | 0.00 | Cinderace ex | Promo | https://images.pokemontcg.io/svp/163.png | 
svp-164 | svp | 164 | 1 | 0 | 4.50 | 0.00 | Lapras ex | Promo | https://images.pokemontcg.io/svp/164.png | 
svp-165 | svp | 165 | 1 | 0 | 3.32 | 0.00 | Terapagos ex | Promo | https://images.pokemontcg.io/svp/165.png | 
svp-167 | svp | 167 | 0 | 1 | 0.50 | 0.00 | Flareon | Promo | https://images.pokemontcg.io/svp/167.png | 
svp-168 | svp | 168 | 0 | 1 | 0.47 | 0.00 | Vaporeon | Promo | https://images.pokemontcg.io/svp/168.png | 
svp-169 | svp | 169 | 0 | 1 | 0.44 | 0.00 | Jolteon | Promo | https://images.pokemontcg.io/svp/169.png | 
svp-172 | svp | 172 | 1 | 0 | 0.90 | 0.00 | Sylveon | Promo | https://images.pokemontcg.io/svp/172.png | 
svp-173 | svp | 173 | 0 | 1 | 137.85 | 0.00 | Eevee | Promo | https://images.pokemontcg.io/svp/173.png | 
svp-174 | svp | 174 | 0 | 1 | 21.68 | 0.00 | Eevee ex | Promo | https://images.pokemontcg.io/svp/174.png | 
svp-189 | svp | 189 | 0 | 1 | 5.35 | 0.00 | N's Zorua | Promo | https://images.pokemontcg.io/svp/189.png | 
svp-200 | svp | 200 | 0 | 1 | 6.01 | 0.00 | Eevee | Promo | https://images.pokemontcg.io/svp/200.png | 
svp-203 | svp | 203 | 0 | 1 | 8.96 | 0.00 | Team Rocket's Wobbuffet | Promo | https://images.pokemontcg.io/svp/203.png | 
swsh12pt5-13 | swsh12pt5 | 13 | 0 | 1 | 1.86 | 0.00 | Leafeon V | Rare Holo V | https://images.pokemontcg.io/swsh12pt5/13.png | 
swsh12pt5-14 | swsh12pt5 | 14 | 0 | 1 | 3.36 | 0.00 | Leafeon VSTAR | Rare Holo VSTAR | https://images.pokemontcg.io/swsh12pt5/14.png | 
swsh12pt5-38 | swsh12pt5 | 38 | 0 | 1 | 1.39 | 0.00 | Glaceon V | Rare Holo V | https://images.pokemontcg.io/swsh12pt5/38.png | 
swsh12pt5-108 | swsh12pt5 | 108 | 0 | 1 | 3.37 | 0.00 | Eevee V | Rare Holo V | https://images.pokemontcg.io/swsh12pt5/108.png | 
swsh12pt5gg-GG26 | swsh12pt5gg | GG26 | 0 | 1 | 10.22 | 0.00 | Riolu | Trainer Gallery Rare Holo | https://images.pokemontcg.io/swsh12pt5gg/GG26.png | 
swsh12pt5gg-GG27 | swsh12pt5gg | GG27 | 0 | 1 | 4.91 | 0.00 | Swablu | Trainer Gallery Rare Holo | https://images.pokemontcg.io/swsh12pt5gg/GG27.png | 
swsh12pt5gg-GG28 | swsh12pt5gg | GG28 | 0 | 1 | 4.05 | 0.00 | Duskull | Trainer Gallery Rare Holo | https://images.pokemontcg.io/swsh12pt5gg/GG28.png | 
