# PokéTrack TCG Collection Backup
# Scope: all_sets
# Total Cards: 280
# Format: card_id | set_id | number | quantity | is_wanted | market_price | custom_price | name | rarity | image_url | notes
me1-133 | me1 | 133 | 0 | 1 | 20.69 | 0.00 | Bulbasaur | Illustration Rare | https://images.pokemontcg.io/me1/133.png | 
sv8pt5-126 | sv8pt5 | 126 | 1 | 0 | 0.04 | 0.00 | Rescue Board | Uncommon | https://images.pokemontcg.io/sv8pt5/126.png | 
sv8pt5-130 | sv8pt5 | 130 | 1 | 0 | 0.03 | 0.00 | Techno Radar | Uncommon | https://images.pokemontcg.io/sv8pt5/130.png | 
sv8pt5-14 | sv8pt5 | 14 | 0 | 1 | 4.10 | 0.00 | Flareon ex | Double Rare | https://images.pokemontcg.io/sv8pt5/14.png | 
sv8pt5-144 | sv8pt5 | 144 | 0 | 1 | 339.77 | 0.00 | Leafeon ex | Special Illustration Rare | https://images.pokemontcg.io/sv8pt5/144.png | 
sv8pt5-146 | sv8pt5 | 146 | 0 | 1 | 206.46 | 0.00 | Flareon ex | Special Illustration Rare | https://images.pokemontcg.io/sv8pt5/146.png | 
sv8pt5-148 | sv8pt5 | 148 | 0 | 1 | 17.46 | 0.00 | Hearthflame Mask Ogerpon ex | Special Illustration Rare | https://images.pokemontcg.io/sv8pt5/148.png | 
sv8pt5-149 | sv8pt5 | 149 | 0 | 1 | 294.70 | 0.00 | Vaporeon ex | Special Illustration Rare | https://images.pokemontcg.io/sv8pt5/149.png | 
sv8pt5-150 | sv8pt5 | 150 | 0 | 1 | 290.24 | 0.00 | Glaceon ex | Special Illustration Rare | https://images.pokemontcg.io/sv8pt5/150.png | 
sv8pt5-153 | sv8pt5 | 153 | 0 | 1 | 194.67 | 0.00 | Jolteon ex | Special Illustration Rare | https://images.pokemontcg.io/sv8pt5/153.png | 
sv8pt5-155 | sv8pt5 | 155 | 0 | 1 | 318.36 | 0.00 | Espeon ex | Special Illustration Rare | https://images.pokemontcg.io/sv8pt5/155.png | 
sv8pt5-156 | sv8pt5 | 156 | 0 | 1 | 533.45 | 0.00 | Sylveon ex | Special Illustration Rare | https://images.pokemontcg.io/sv8pt5/156.png | 
sv8pt5-161 | sv8pt5 | 161 | 0 | 1 | 1447.14 | 0.00 | Umbreon ex | Special Illustration Rare | https://images.pokemontcg.io/sv8pt5/161.png | 
sv8pt5-165 | sv8pt5 | 165 | 0 | 1 | 106.59 | 0.00 | Dragapult ex | Special Illustration Rare | https://images.pokemontcg.io/sv8pt5/165.png | 
sv8pt5-167 | sv8pt5 | 167 | 0 | 1 | 181.20 | 0.00 | Eevee ex | Special Illustration Rare | https://images.pokemontcg.io/sv8pt5/167.png | 
sv8pt5-175 | sv8pt5 | 175 | 0 | 1 | 24.55 | 0.00 | Lacey | Special Illustration Rare | https://images.pokemontcg.io/sv8pt5/175.png | 
sv8pt5-18 | sv8pt5 | 18 | 1 | 0 | 0.13 | 0.00 | Slowpoke | Common | https://images.pokemontcg.io/sv8pt5/18.png | 
sv8pt5-19 | sv8pt5 | 19 | 1 | 0 | 0.10 | 0.00 | Slowking | Uncommon | https://images.pokemontcg.io/sv8pt5/19.png | 
sv8pt5-21 | sv8pt5 | 21 | 1 | 0 | 0.18 | 0.00 | Seaking | Uncommon | https://images.pokemontcg.io/sv8pt5/21.png | 
sv8pt5-23 | sv8pt5 | 23 | 1 | 0 | 3.32 | 0.00 | Vaporeon ex | Double Rare | https://images.pokemontcg.io/sv8pt5/23.png | 
sv8pt5-24 | sv8pt5 | 24 | 1 | 0 | 0.09 | 0.00 | Suicune | Uncommon | https://images.pokemontcg.io/sv8pt5/24.png | 
sv8pt5-25 | sv8pt5 | 25 | 0 | 1 | 0.31 | 0.00 | Glaceon | Rare | https://images.pokemontcg.io/sv8pt5/25.png | 
sv8pt5-26 | sv8pt5 | 26 | 0 | 1 | 2.37 | 0.00 | Glaceon ex | Double Rare | https://images.pokemontcg.io/sv8pt5/26.png | 
sv8pt5-28 | sv8pt5 | 28 | 1 | 0 | 2.51 | 0.00 | Pikachu ex | Double Rare | https://images.pokemontcg.io/sv8pt5/28.png | 
sv8pt5-29 | sv8pt5 | 29 | 0 | 1 | 0.30 | 0.00 | Jolteon | Rare | https://images.pokemontcg.io/sv8pt5/29.png | 
sv8pt5-30 | sv8pt5 | 30 | 0 | 1 | 4.79 | 0.00 | Jolteon ex | Double Rare | https://images.pokemontcg.io/sv8pt5/30.png | 
sv8pt5-33 | sv8pt5 | 33 | 0 | 1 | 0.39 | 0.00 | Espeon | Rare | https://images.pokemontcg.io/sv8pt5/33.png | 
sv8pt5-34 | sv8pt5 | 34 | 0 | 1 | 3.73 | 0.00 | Espeon ex | Double Rare | https://images.pokemontcg.io/sv8pt5/34.png | 
sv8pt5-38 | sv8pt5 | 38 | 1 | 0 | 0.03 | 0.00 | Spritzee | Common | https://images.pokemontcg.io/sv8pt5/38.png | 
sv8pt5-4 | sv8pt5 | 4 | 1 | 0 | 0.18 | 0.00 | Budew | Common | https://images.pokemontcg.io/sv8pt5/4.png | 
sv8pt5-42 | sv8pt5 | 42 | 0 | 1 | 0.09 | 0.00 | Scream Tail | Uncommon | https://images.pokemontcg.io/sv8pt5/42.png | 
sv8pt5-46 | sv8pt5 | 46 | 1 | 0 | 0.14 | 0.00 | Iron Boulder | Rare | https://images.pokemontcg.io/sv8pt5/46.png | 
sv8pt5-5 | sv8pt5 | 5 | 0 | 1 | 0.32 | 0.00 | Leafeon | Rare | https://images.pokemontcg.io/sv8pt5/5.png | 
sv8pt5-50 | sv8pt5 | 50 | 1 | 0 | 0.20 | 0.00 | Riolu | Common | https://images.pokemontcg.io/sv8pt5/50.png | 
sv8pt5-52 | sv8pt5 | 52 | 1 | 0 | 0.05 | 0.00 | Hippopotas | Common | https://images.pokemontcg.io/sv8pt5/52.png | 
sv8pt5-53 | sv8pt5 | 53 | 1 | 0 | 0.02 | 0.00 | Hippowdon | Common | https://images.pokemontcg.io/sv8pt5/53.png | 
sv8pt5-59 | sv8pt5 | 59 | 0 | 1 | 0.73 | 0.00 | Umbreon | Rare | https://images.pokemontcg.io/sv8pt5/59.png | 
sv8pt5-6 | sv8pt5 | 6 | 0 | 1 | 4.88 | 0.00 | Leafeon ex | Double Rare | https://images.pokemontcg.io/sv8pt5/6.png | 
sv8pt5-60 | sv8pt5 | 60 | 0 | 1 | 8.45 | 0.00 | Umbreon ex | Double Rare | https://images.pokemontcg.io/sv8pt5/60.png | 
sv8pt5-67 | sv8pt5 | 67 | 1 | 0 | 0.07 | 0.00 | Bronzong | Uncommon | https://images.pokemontcg.io/sv8pt5/67.png | 
sv8pt5-68 | sv8pt5 | 68 | 1 | 0 | 0.05 | 0.00 | Heatran | Uncommon | https://images.pokemontcg.io/sv8pt5/68.png | 
sv8pt5-69 | sv8pt5 | 69 | 1 | 0 | 0.06 | 0.00 | Duraludon | Common | https://images.pokemontcg.io/sv8pt5/69.png | 
sv8pt5-71 | sv8pt5 | 71 | 1 | 0 | 0.18 | 0.00 | Dreepy | Common | https://images.pokemontcg.io/sv8pt5/71.png | 
sv8pt5-72 | sv8pt5 | 72 | 1 | 0 | 0.16 | 0.00 | Drakloak | Common | https://images.pokemontcg.io/sv8pt5/72.png | 
sv8pt5-74 | sv8pt5 | 74 | 1 | 0 | 0.21 | 0.00 | Eevee | Common | https://images.pokemontcg.io/sv8pt5/74.png | 
sv8pt5-75 | sv8pt5 | 75 | 0 | 1 | 5.67 | 0.00 | Eevee ex | Double Rare | https://images.pokemontcg.io/sv8pt5/75.png | 
sv8pt5-76 | sv8pt5 | 76 | 0 | 1 | 1.49 | 0.00 | Snorlax ex | Double Rare | https://images.pokemontcg.io/sv8pt5/76.png | 
sv8pt5-79 | sv8pt5 | 79 | 1 | 0 | 0.19 | 0.00 | Dunsparce | Common | https://images.pokemontcg.io/sv8pt5/79.png | 
sv8pt5-80 | sv8pt5 | 80 | 1 | 0 | 0.47 | 0.00 | Dudunsparce | Rare | https://images.pokemontcg.io/sv8pt5/80.png | 
sv8pt5-84 | sv8pt5 | 84 | 1 | 0 | 0.06 | 0.00 | Lopunny | Common | https://images.pokemontcg.io/sv8pt5/84.png | 
sv8pt5-86 | sv8pt5 | 86 | 1 | 0 | 0.14 | 0.00 | Regigigas | Uncommon | https://images.pokemontcg.io/sv8pt5/86.png | 
sv8pt5-9 | sv8pt5 | 9 | 1 | 0 | 0.07 | 0.00 | Applin | Common | https://images.pokemontcg.io/sv8pt5/9.png | 
sv8pt5-93 | sv8pt5 | 93 | 1 | 0 | 0.06 | 0.00 | Amarys | Common | https://images.pokemontcg.io/sv8pt5/93.png | 
sv8pt5-94 | sv8pt5 | 94 | 1 | 0 | 0.16 | 0.00 | Area Zero Underdepths | Uncommon | https://images.pokemontcg.io/sv8pt5/94.png | 
sv8pt5-96 | sv8pt5 | 96 | 1 | 0 | 0.10 | 0.00 | Black Belt's Training | Common | https://images.pokemontcg.io/sv8pt5/96.png | 
sv9-168 | sv9 | 168 | 0 | 1 | 4.93 | 0.00 | Furret | Illustration Rare | https://images.pokemontcg.io/sv9/168.png | 
svp-129 | svp | 129 | 1 | 0 | 44.50 | 0.00 | Pecharunt | Promo | https://images.pokemontcg.io/svp/129.png | 
svp-163 | svp | 163 | 1 | 0 | 3.11 | 0.00 | Cinderace ex | Promo | https://images.pokemontcg.io/svp/163.png | 
svp-164 | svp | 164 | 1 | 0 | 4.50 | 0.00 | Lapras ex | Promo | https://images.pokemontcg.io/svp/164.png | 
svp-165 | svp | 165 | 1 | 0 | 3.32 | 0.00 | Terapagos ex | Promo | https://images.pokemontcg.io/svp/165.png | 
svp-167 | svp | 167 | 0 | 1 | 0.50 | 0.00 | Flareon | Promo | https://images.pokemontcg.io/svp/167.png | 
svp-168 | svp | 168 | 0 | 1 | 0.47 | 0.00 | Vaporeon | Promo | https://images.pokemontcg.io/svp/168.png | 
svp-169 | svp | 169 | 0 | 1 | 0.44 | 0.00 | Jolteon | Promo | https://images.pokemontcg.io/svp/169.png | 
svp-172 | svp | 172 | 1 | 0 | 0.90 | 0.00 | Sylveon | Promo | https://images.pokemontcg.io/svp/172.png | 
svp-173 | svp | 173 | 0 | 1 | 137.85 | 0.00 | Eevee | Promo | https://images.pokemontcg.io/svp/173.png | 
svp-174 | svp | 174 | 0 | 1 | 21.68 | 0.00 | Eevee ex | Promo | https://images.pokemontcg.io/svp/174.png | 
svp-189 | svp | 189 | 0 | 1 | 5.35 | 0.00 | N's Zorua | Promo | https://images.pokemontcg.io/svp/189.png | 
svp-200 | svp | 200 | 0 | 1 | 6.01 | 0.00 | Eevee | Promo | https://images.pokemontcg.io/svp/200.png | 
svp-203 | svp | 203 | 0 | 1 | 8.96 | 0.00 | Team Rocket's Wobbuffet | Promo | https://images.pokemontcg.io/svp/203.png | 
svp-27 | svp | 27 | 0 | 1 | 22.50 | 0.00 | Pikachu | Promo | https://images.pokemontcg.io/svp/27.png | 
svp-43 | svp | 43 | 0 | 1 | 1.21 | 0.00 | Eevee | Promo | https://images.pokemontcg.io/svp/43.png | 
svp-44 | svp | 44 | 0 | 1 | 32.93 | 0.00 | Charmander | Promo | https://images.pokemontcg.io/svp/44.png | 
svp-51 | svp | 51 | 0 | 1 | 12.38 | 0.00 | Snorlax | Promo | https://images.pokemontcg.io/svp/51.png | 
svp-52 | svp | 52 | 0 | 1 | 49.55 | 0.00 | Mewtwo | Promo | https://images.pokemontcg.io/svp/52.png | 
svp-88 | svp | 88 | 0 | 1 | 18.77 | 0.00 | Pikachu | Promo | https://images.pokemontcg.io/svp/88.png | 
swsh12pt5-108 | swsh12pt5 | 108 | 0 | 1 | 3.37 | 0.00 | Eevee V | Rare Holo V | https://images.pokemontcg.io/swsh12pt5/108.png | 
swsh12pt5-13 | swsh12pt5 | 13 | 0 | 1 | 1.86 | 0.00 | Leafeon V | Rare Holo V | https://images.pokemontcg.io/swsh12pt5/13.png | 
swsh12pt5-14 | swsh12pt5 | 14 | 0 | 1 | 3.36 | 0.00 | Leafeon VSTAR | Rare Holo VSTAR | https://images.pokemontcg.io/swsh12pt5/14.png | 
swsh12pt5-38 | swsh12pt5 | 38 | 0 | 1 | 1.39 | 0.00 | Glaceon V | Rare Holo V | https://images.pokemontcg.io/swsh12pt5/38.png | 
swsh12pt5gg-GG26 | swsh12pt5gg | GG26 | 0 | 1 | 10.22 | 0.00 | Riolu | Trainer Gallery Rare Holo | https://images.pokemontcg.io/swsh12pt5gg/GG26.png | 
swsh12pt5gg-GG27 | swsh12pt5gg | GG27 | 0 | 1 | 4.91 | 0.00 | Swablu | Trainer Gallery Rare Holo | https://images.pokemontcg.io/swsh12pt5gg/GG27.png | 
swsh12pt5gg-GG28 | swsh12pt5gg | GG28 | 0 | 1 | 4.05 | 0.00 | Duskull | Trainer Gallery Rare Holo | https://images.pokemontcg.io/swsh12pt5gg/GG28.png | 
swsh12pt5gg-GG29 | swsh12pt5gg | GG29 | 0 | 1 | 4.60 | 0.00 | Bidoof | Trainer Gallery Rare Holo | https://images.pokemontcg.io/swsh12pt5gg/GG29.png | 
swsh12pt5gg-GG30 | swsh12pt5gg | GG30 | 0 | 1 | 36.21 | 0.00 | Pikachu | Trainer Gallery Rare Holo | https://images.pokemontcg.io/swsh12pt5gg/GG30.png | 
swsh12pt5gg-GG31 | swsh12pt5gg | GG31 | 0 | 1 | 6.26 | 0.00 | Turtwig | Trainer Gallery Rare Holo | https://images.pokemontcg.io/swsh12pt5gg/GG31.png | 
swsh12pt5gg-GG32 | swsh12pt5gg | GG32 | 0 | 1 | 5.88 | 0.00 | Paras | Trainer Gallery Rare Holo | https://images.pokemontcg.io/swsh12pt5gg/GG32.png | 
swsh12pt5gg-GG33 | swsh12pt5gg | GG33 | 0 | 1 | 3.93 | 0.00 | Poochyena | Trainer Gallery Rare Holo | https://images.pokemontcg.io/swsh12pt5gg/GG33.png | 
swsh12pt5gg-GG34 | swsh12pt5gg | GG34 | 0 | 1 | 5.04 | 0.00 | Mareep | Trainer Gallery Rare Holo | https://images.pokemontcg.io/swsh12pt5gg/GG34.png | 
swshp-SWSH065 | swshp | SWSH065 | 0 | 1 | 7.00 | 0.00 | Eevee V | Promo | https://images.pokemontcg.io/swshp/SWSH065.png | 
swshp-SWSH087 | swshp | SWSH087 | 0 | 1 | 3.79 | 0.00 | Eevee VMAX | Promo | https://images.pokemontcg.io/swshp/SWSH087.png | 
